9013.6,13442.8,10251.2,12056.8,16129.6,10753.6,9496.4,11467.6,5974.4,9941.6,10164,7039.2,4416
12010,19285.2,8556.8,12643.6,8174.4,10229.6,13876.4,12494,10246,12993.6,9708,10986.8,9354.4
11095.6,10661.2,6331.6,9118.4,11939.6,11827.6,13150.4,11275.2,12842.8,9595.2,9037.2,15874.4,11099.2
14942,10710.4,8853.2,8580.8,10116,14905.2,7118,9323.2,10354,8669.2,10473.2,13691.2,7609.2
9571.6,15510,11083.2,8938.8,11054,9698.8,7688.4,7873.2,11022.4,12937.2,5164,9650,11661.6
11695.6,13174,8493.2,10296,9950,11654,5774,11772,14368,5432.4,18518.8,9333.2,8639.6
19338,14520.8,9615.6,14578,10170,8232,14112,14880,10977.6,7950.8,10726,7144,6674
8496.4,10432.8,7284,8613.6,14215.2,13185.2,18358,9962,7726,9448.4,9382.4,6376.4,9523.6
10481.2,10877.2,14370.8,13505.6,9949.6,10894.4,10707.2,9960.8,11945.6,9566.8,7641.2,10298,11155.6
7944.8,16362,17145.2,11442.8,9602.8,16898.8,7680,10802.8,9799.2,10523.6,10988.8,11554.4,13753.2
