2261.6,5696.8,5174.4,2886,3652.4,3809.6,4000.8,4338.8,6041.2,5283.6,3948,3292.8,2474
4019.2,6156.8,6385.6,3969.6,5070.8,3753.6,2792,4852,3948.8,5597.2,4722.8,4430.4,2377.6
3175.6,7874,5103.6,3802.8,5843.6,4901.6,5020.4,3244.8,5099.6,4104.4,4832.8,4846.8,4743.2
4889.6,6797.2,3365.6,1750.4,3900.8,6991.2,5617.2,3680.8,4325.2,2667.2,4684.4,1953.6,5294
6616,7515.2,3618.8,4715.2,4231.6,4024,6780,4902,8025.6,2832.8,4283.6,7115.2,2872.4
4925.2,6874.8,4902.4,2660.8,6444.4,4999.2,7598,4879.6,4852.8,6352.8,3854,5596.4,3220.4
4883.6,4568.4,5277.6,4287.6,4459.6,5086.4,7279.2,2593.2,3240,6866.4,5144,3358.4,2821.6
2114,4086.8,4410.8,5337.6,3149.2,4137.2,5257.2,6595.6,4935.2,3113.2,5803.2,3125.6,4809.6
3570.8,8711.2,4163.2,2665.2,5069.2,3890.8,4606,5450.4,4618.8,2517.2,7183.6,5743.2,5255.2
6089.2,8590,4106,3838.8,2564,5149.6,3815.2,8177.6,3609.6,2126,5287.2,4380,4388.8
