2945.2,3420.8,1389.6,2912,1684.4,3906.4,3517.6,2006.4,1298,3229.2,2569.6,1360.8,2092
3414,3428.8,1926.8,939.2,2432.8,2491.6,3287.2,3650.4,2202.4,2257.6,3190,2984,1702.4
2203.6,4005.2,2195.6,1435.6,3209.2,2126.8,2098.8,2809.6,1843.6,2003.6,894.4,3446,1957.2
3401.6,4438.8,4589.2,3336,3070.4,2386.8,2414,2852,2632,1822.4,2303.2,1467.6,2705.6
1649.6,4199.6,2689.2,2967.6,1574,2891.6,3020.8,2150.4,1592.8,2300.4,2506,2624.8,2382.4
3386.4,4204.8,1710.4,1388.4,2023.6,1874.8,2213.2,3737.6,2252,3839.6,3117.2,1772,2099.2
3019.6,4718.8,2964,2406.4,1780.8,3229.6,2339.6,2569.6,2159.6,1220.4,4764,3910.4,1516.4
2298,3723.6,1733.6,2378.8,1697.6,1431.2,3042.8,5181.2,2017.6,3040,932.4,1629.2,2218.4
2678.8,4457.6,3680,2221.6,2104.8,3024.4,2540.4,1612,3308,3479.6,3909.6,1958.4,1835.6
833.6,2317.2,2192.4,2266.4,3496,1933.6,4397.6,1372,3805.6,2119.2,1976.8,3735.2,940
