0,4,0,0,0,0,0,0,0,0,0,0,0
20,12,0,0,1.2,0,0,7.2,0,20,20,30,0
14.24,19.52,7.52,8,11.04,4,8,19.04,6.4,16,18.24,24,8
30,57.6,37.6,20,34,20,20,64,32,34,37.2,58,20
12.3187,19.8303,15.288,10.198,14.165,8.24621,10.198,24.5211,13.0476,14.3666,16.5381,22.4856,10.198
1.79769e+308,3.88,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308
1.4246,0.0378,0.2978,2.3592,1.9162,1.0964,0.9618,1.2284,1.685,1.3976,1.5018,2.059,4.0786
3138.8,4434.8,3387.6,2938.8,2330.8,3326,3059.6,2172,3165.2,2100,3310,3250.8,2696
3915.2,5708.8,4064,3231.2,3322,3592,4568,3109.6,4206.8,2767.2,3966,4376.8,3470
4200.64,5506.64,3961.52,3500.4,3549.28,4010.08,4822.32,3580.4,4452.4,3171.92,4064.8,4804.16,3549.28
5320,6256.4,4345.2,4234,4996.4,5300.4,6220,5806.4,6143.6,4227.6,5187.2,6188.4,4587.2
870.729,607.781,341.232,503.321,1087.5,756.513,1116,1279.67,966.718,863.413,648.629,1132.46,769.955
0.338295,0.241688,0.169418,0.191098,0.522773,0.205676,0.576128,0.648435,0.406673,0.510438,0.228036,0.477839,0.316499
4.6404,2.333,1.3894,28.0852,3.9272,5.6868,4.461,4.331,4.4612,3.1798,3.475,3.0908,18.6886
4277.6,10738,5030.4,4932.4,6108,4731.6,4766.8,5456,5980.8,5026.8,5475.6,5544.4,3488.8
5964,11642,7909.2,5491.2,6271.6,7564.8,6076.4,7687.6,6856.8,5994.8,7143.2,7853.2,5527.6
5654.48,11567,7039.92,5909.12,7222.96,7006.72,6027.04,7219.68,6952.88,5885.92,7548.88,8164.72,5641.6
7262.4,12302,8609.2,7232.4,10938,8572.4,6878.8,9136,8807.2,6340.4,9562.8,9891.2,6947.6
1071.32,525.935,1523.86,821.292,1865.45,1329.81,783.134,1465.14,1037.34,487.08,1468.05,1577.63,1258.98
0.321881,0.0771987,0.399475,0.198021,0.182541,0.480835,0.264379,0.323255,0.162533,0.170908,0.37864,0.472607,0.61706
6.3164,1.4264,3.5852,26.4784,21.7252,8.35,9.6288,11.4202,21.5718,10.8462,16.4644,17.017,43.3914
1649.6,3420.8,1389.6,939.2,1574,2126.8,2098.8,2006.4,1298,1822.4,894.4,1360.8,1702.4
2945.2,4005.2,2195.6,2912,2432.8,2491.6,3020.8,2809.6,1843.6,2257.6,2506,2624.8,2092
2722.8,3898.64,2558.08,2318.08,2394.16,2760.64,2867.68,2693.76,1913.76,2322.64,2292.64,2376.64,2167.92
3414,4438.8,4589.2,3336,3209.2,3906.4,3517.6,3650.4,2632,3229.2,3190,3446,2705.6
