16622.8,27375.6,20565.2,18422.8,18147.6,17200,11774,19138,21192,17761.6,18012.4,20302.4,13435.6
24820.8,30214.8,15848.4,17238.4,26401.2,25841.2,17116.8,15121.2,22455.6,14422,14533.2,20903.2,12981.2
20079.6,33004.8,27005.6,15972.4,19448,21264.4,16957.2,14602.8,19376,14977.6,20692.4,18199.2,13789.6
17138,31274.4,18282.8,19552.4,20318.4,22794.4,14020.4,17607.2,20958.8,15408,20160,25186,12232.4
22286.8,26292.4,23280.4,14689.6,16933.6,20961.6,18084.8,22179.2,20320.8,18996,22225.6,20597.6,12116
18954.8,26031.2,18400.4,14089.6,21489.6,24727.2,14702,16843.2,23127.2,16816.4,16988.4,18936.4,20923.2
15686.8,40409.2,23084.8,17387.6,27758,16560.8,19338,18033.2,22936.8,16262,22225.6,16892.4,12304.8
18993.2,29623.6,16922,12510,19758,24502.4,15642,19386,16466.4,30191.6,18199.6,13693.2,19678.8
19490.8,31978.8,20100,17564,29723.6,17604.8,17941.6,25196.8,18746,18736,20450,20186.4,10474.4
20642.8,33207.2,24384.8,15171.6,19541.6,19976.8,13564.4,22101.6,20754.8,18134,15890.8,20471.6,10157.2
