13008,20570.8,15698,14071.2,13055.6,13773.6,12634.4,11400.8,10144.8,14755.6,12376.4,16620,8910.8
11528.8,25594.4,13751.6,9382.8,12797.2,6868.4,11504,9554.8,18285.6,12182.4,9525.2,12490.4,11069.6
6124.4,19732.4,16142,10686.8,10776.4,13777.2,10356.4,12097.2,8826.8,11649.2,13040,10455.6,10478.4
14849.2,25708.4,10153.2,8529.2,13905.2,8822.4,8976,10810.8,8211.6,14111.6,15584.8,10372,9851.2
14094.4,24441.2,14738,9415.6,15504,13274.4,16158,15704,11662.4,12998.8,8465.6,10237.6,6871.6
11455.6,22344.4,10060.4,11256.4,16263.6,11632,9838,13224.4,14038.4,12612.4,13405.6,9736,11003.2
14610.4,20726.8,18945.6,7879.2,9768.4,9264,14157.2,10502.8,11967.2,6990,12449.6,13044,10282.8
13762.4,20962.8,12807.6,14879.6,11841.2,7050.4,13000.8,12403.6,10199.2,8659.2,8211.2,15344.4,9073.2
15264,20432.4,13236.8,10335.6,12916.8,10654.8,9952.4,12054,9727.2,10898.4,14268,11226.8,11553.6
10103.6,24652.4,10750.8,7650.4,11770,10385.6,13367.2,11494.4,10112.8,9809.6,8408.4,11020.4,10576.8
