11990,14827.2,11782.8,6333.6,10577.2,6635.6,13007.2,9803.6,10413.2,6794,9850.8,5738.4,11398.8
8591.6,22302,7881.6,11236.8,10406.4,11714.8,10537.2,7064.4,13796.4,18951.2,15062.8,10036,13028.8
7843.6,18218,14583.6,9543.6,10202.8,10282.8,12234.8,17361.2,7122.8,9886.4,14894.4,11944.4,6472.8
11298,20538.8,11596,10288.4,5982.4,12872.8,15566.4,16399.2,12515.2,10449.6,11765.2,10122.8,7710.4
9969.6,16180,10860.8,9521.6,6481.2,11695.6,10499.6,12052.8,11623.2,11615.6,8946,16231.2,6799.6
14157.2,20207.2,5241.6,10699.6,8189.6,8838.4,9643.2,6506.8,13859.6,9441.2,12793.2,6030.8,5230.8
9091.2,16760.8,12592,7580,10108.4,10596.4,8799.6,8036.8,13260.4,12500.8,9520,12198,9577.6
11049.2,12709.6,9484.8,9612.8,10204,11466,13445.2,11920.8,13652.4,9260.4,13076.8,6636.8,14629.2
6763.6,10569.2,13447.2,13844.4,10610,7688.8,10282,10099.6,10921.2,6387.6,7473.2,9315.2,11085.6
12216.4,17339.2,9764.4,12200.4,8926.4,7276.4,6681.2,9548.4,10055.6,10524.4,8536,11595.2,7459.6
