5274.4,10686.8,5544.4,3970.8,7685.6,8984.4,8544.8,7931.6,5861.2,8258,5586,7165.2,4236.4
5638.4,10783.2,7568.8,5211.6,7802.4,8314.4,6799.2,8968.8,7488.4,10121.6,9167.2,8459.2,5374.4
7739.6,8587.2,5414,4070.8,6174.4,8186.8,9500,5840,9534.8,10264.4,8550.8,6843.2,5551.6
5902,13631.2,5786.8,9152,5839.2,6082.4,5702,6259.2,6434,8004.4,8317.6,7321.6,3628
5640,13028.4,5142.8,5197.6,6460.8,5450,3873.2,5346,4713.6,4654.8,8658.4,7494.4,3832
7902.8,11602.8,5606.8,3732.4,5090.8,6738,6571.2,5742.8,5425.6,7527.6,8658.4,5963.2,2858
5764.4,9320.8,4352,5708,6348.4,3963.6,4626,6272,7252.8,5825.2,6758,6160,4204
6984.8,10027.6,3887.6,4521.6,7577.2,7746.4,5646,8347.6,5501.6,8768.8,6933.6,5504.8,3447.2
8390.4,11669.6,6230.4,8072.8,7639.2,5946,5870.4,5986,7977.6,8306.8,5989.2,4564.4,5550
7061.6,9230.4,3757.2,6920.4,9265.2,6241.6,7171.2,5884.4,7835.6,4188,7183.2,5483.6,3267.6
