5115.2,5392.8,3816.4,3150,4996.4,3592,4466.4,5806.4,4547.2,4227.6,4252.8,4180.8,4587.2
5320,6256.4,4194.4,2938.8,2330.8,3408,5797.6,2172,4199.2,2609.2,3966,4376.8,4248
3514,5708.8,4345.2,3231.2,4612.8,3326,3059.6,3109.6,4206.8,2100,3608,6024,2696
3915.2,4434.8,3387.6,4234,2484.4,5300.4,6220,4096,6143.6,4155.6,5187.2,3250.8,3470
3138.8,5740.4,4064,3948,3322,4424,4568,2718,3165.2,2767.2,3310,6188.4,2745.2
2949.6,5455.6,3578,4667.6,5242.8,4501.2,3775.2,2806,2658,3126.8,5099.6,2880.8,3561.6
4977.6,6835.6,5003.6,2699.2,3306,4013.2,4081.2,4258,6014.4,4334,2566,3243.6,4253.2
4204.4,6468.8,4094,5286,3269.2,3776,4928.8,3679.2,5491.2,2592.8,3796.4,5246.4,4284.4
4373.2,7870,3638,3388,4766.4,2211.6,6675.2,2864,3610.4,4631.2,3924,5938.4,2878
4724.4,6895.2,3928,3076.4,6403.6,935.2,6506,2437.6,5059.2,4268.4,5247.2,5688,3121.2
