3824,9100.4,3833.2,3446,2380.8,3597.6,4399.6,1972.4,3427.2,4515.6,5401.6,4641.2,2055.2
3689.2,6257.6,5438.4,2218.4,4138.8,4894,2620,5429.2,3742.4,3655.6,5044,5768.8,1703.2
3712.8,5870.8,1750,3769.6,3793.6,4019.6,5042.8,3792.8,5096.8,4760.4,4250,3100.8,1596
3080.4,6736,3022.4,3420,3099.6,3422.8,3535.2,3967.2,3428.8,3585.2,4565.6,3720,3949.2
3896.8,6034.4,1758.8,2682,3491.2,2478.4,5175.2,2824.4,4227.2,2703.6,3706.8,3791.6,3772.8
4164.8,6842.8,1983.6,2978,3250,5357.6,4025.2,2978.4,5006.4,2971.6,4003.6,3436.8,4475.2
3197.6,9129.6,4227.2,3588.8,2270.4,3306.8,4165.6,5084.8,3616.8,2996.8,5045.6,3512,2278
2869.6,7052.8,3104.8,2020.4,3928,5156,3996.4,1999.6,2784.4,5539.6,2552.8,3102,1658.4
2440,7071.2,5490.4,3954,4919.6,3203.2,4423.2,3568,2876.8,4081.6,4532,4210.8,2922
7228,5232.8,4175.6,1919.2,5003.2,4284.4,2174.8,4353.6,4185.6,3971.2,2399.2,2121.2,2386
